23.6,43
23.7,30
23.8,52
23.9,38
24,23
24.1,24
24.2,24
24.3,51
24.4,32
24.5,19
24.6,26
24.7,58
24.8,34
24.9,14
25,27
25.1,38
25.2,20
25.3,15
25.4,19
25.5,17
25.6,29
25.7,24
25.8,31
25.9,15
26,20
26.1,22
26.2,36
26.3,35
26.4,21
26.5,25
26.6,37
26.7,31
26.8,24
26.9,55
27,26
27.1,42
27.2,56
27.3,33
27.4,16
27.5,39
27.6,50
27.7,87
27.8,61
27.9,64
28,41
28.1,55
28.2,37
28.3,53
28.4,53
28.5,66
28.6,34
28.7,30
28.8,35
28.9,26
29,49
29.1,42
29.2,109
29.3,79
29.4,63
29.5,74
29.6,78
29.7,70
29.8,99
29.9,32
30,48
30.1,31
30.2,21
30.3,27
30.4,39
30.5,45
30.6,42
30.7,64
30.8,37
30.9,30
31,30
31.1,46
31.2,45
31.3,52
31.4,15
31.5,7
31.6,11
31.7,13
31.8,7
31.9,26
32,36
32.1,40
32.2,35
32.3,21
32.4,60
32.5,26
32.6,41
32.7,21
32.8,19
32.9,9
33,13
33.1,18
33.2,25
33.3,17
33.4,31
33.5,25
33.6,28
33.7,30
33.8,48
33.9,32
34,21
34.1,31
34.2,20
34.3,43
34.4,21
34.5,29
34.6,42
34.7,34
34.8,57
34.9,58
35,52
35.1,31
35.2,42
35.3,76
35.4,54
35.5,42
35.6,54
35.7,69
35.8,67
35.9,47
36,65
36.1,79
36.2,36
36.3,81
36.4,46
36.5,63
36.6,29
36.7,31
36.8,44
36.9,41
37,27
37.1,40
37.2,48
37.3,30
37.4,52
37.5,43
37.6,47
37.7,23
37.8,40
37.9,22
38,17
38.1,23
38.2,19
38.3,14
38.4,12
38.5,17
38.6,23
38.7,18
38.8,20
38.9,27
39,31
39.1,48
39.2,11
39.3,29
39.4,23
39.5,21
39.6,27
39.7,17
39.8,18
39.9,11
40,28
40.1,43
40.2,35
40.3,36
40.4,34
40.5,56
40.6,40
40.7,26
40.8,48
40.9,49
41,48
41.1,44
41.2,27
41.3,28
41.4,36
41.5,38
41.6,63
41.7,86
41.8,86
41.9,66
42,63
42.1,93
42.2,54
42.3,58
42.4,39
42.5,34
42.6,38
42.7,30
42.8,49
42.9,54
43,49
43.1,49
43.2,54
43.3,58
43.4,58
43.5,50
43.6,86
43.7,31
43.8,32
43.9,40
44,31
44.1,15
44.2,20
44.3,61
44.4,48
44.5,38
44.6,64
44.7,105
44.8,45
44.9,30
45,42
45.1,40
45.2,12
45.3,25
45.4,17
45.5,28
45.6,17
45.7,27
45.8,29
45.9,20
46,33
46.1,29
46.2,23
46.3,22
46.4,8
46.5,12
46.6,12
46.7,11
46.8,14
46.9,16
47,21
47.1,10
47.2,14
47.3,17
47.4,25
47.5,23
47.6,16
47.7,24
47.8,22
47.9,14
48,23
48.1,21
48.2,13
48.3,23
48.4,34
48.5,33
48.6,20
48.7,39
48.8,47
48.9,28
49,13
49.1,14
49.2,17
49.3,19
49.4,15
49.5,24
49.6,16
49.7,18
49.8,29
49.9,57
50,57
50.1,63
50.2,57
50.3,69
50.4,35
50.5,31
50.6,32
50.7,44
50.8,29
50.9,31
51,28
51.1,26
51.2,34
51.3,40
51.4,60
51.5,82
51.6,38
51.7,48
51.8,38
51.9,35
52,35
52.1,15
52.2,51
52.3,54
52.4,57
52.5,55
52.6,36
52.7,34
52.8,48
52.9,39
53,50
53.1,45
53.2,43
53.3,45
53.4,51
53.5,47
53.6,30
53.7,40
53.8,32
53.9,40
54,40
54.1,34
54.2,45
54.3,47
54.4,37
54.5,30
54.6,63
54.7,70
54.8,66
54.9,31
55,54
55.1,56
55.2,37
55.3,32
55.4,27
55.5,54
55.6,67
55.7,51
55.8,64
55.9,99
56,69
56.1,120
56.2,91
56.3,53
56.4,47
56.5,36
56.6,44
56.7,57
56.8,52
56.9,56
57,38
57.1,22
57.2,25
57.3,32
57.4,42
57.5,26
57.6,23
57.7,24
57.8,23
57.9,14
58,30
58.1,15
58.2,21
58.3,30
58.4,21
58.5,27
58.6,16
58.7,18
58.8,35
58.9,27
59,36
59.1,28
59.2,36
59.3,27
59.4,33
59.5,46
59.6,41
59.7,41
59.8,49
59.9,29
60,25
60.1,35
60.2,19
60.3,33
60.4,48
60.5,43
60.6,68
60.7,34
60.8,38
60.9,62
61,54
61.1,37
61.2,43
61.3,67
61.4,53
61.5,24
61.6,61
61.7,35
61.8,32
61.9,66
62,52
62.1,65
62.2,38
62.3,47
62.4,87
62.5,69
62.6,107
62.7,74
62.8,75
62.9,65
63,28
63.1,29
63.2,28
63.3,57
63.4,88
63.5,94
63.6,73
63.7,50
63.8,70
63.9,33
64,53
64.1,35
64.2,64
64.3,48
64.4,56
64.5,45
64.6,32
64.7,51
64.8,55
64.9,88
65,82
65.1,33
65.2,72
65.3,57
65.4,28
65.5,64
65.6,59
65.7,63
65.8,37
65.9,52
66,35
66.1,51
66.2,61
66.3,63
66.4,44
66.5,8
66.6,16
66.7,18
66.8,13
66.9,13
67,32
67.1,16
67.2,31
67.3,36
67.4,27
67.5,13
67.6,14
67.7,17
67.8,9
67.9,16
68,8
68.1,17
68.2,20
68.3,27
68.4,17
68.5,21
68.6,14
68.7,15
68.8,13
68.9,22
69,15
69.1,8
69.2,9
69.3,13
69.4,22
69.5,16
69.6,12
69.7,25
69.8,32
69.9,39
70,36
70.1,37
70.2,35
70.3,62
70.4,35
70.5,52
70.6,49
70.7,46
70.8,28
70.9,30
71,52
71.1,36
71.2,69
71.3,66
71.4,65
71.5,50
71.6,46
71.7,50
71.8,50
71.9,39
72,48
72.1,47
72.2,25
72.3,43
72.4,54
72.5,49
72.6,65
72.7,41
72.8,68
72.9,49
73,34
73.1,53
73.2,40
73.3,86
73.4,65
73.5,93
73.6,40
73.7,43
73.8,57
73.9,51
74,73
74.1,45
74.2,36
74.3,34
74.4,39
74.5,42
74.6,38
74.7,24
74.8,40
74.9,45
75,114
75.1,48
75.2,41
75.3,12
75.4,45
75.5,41
75.6,26
75.7,29
75.8,10
75.9,28
76,30
76.1,29
76.2,43
76.3,15
76.4,24
76.5,41
76.6,85
76.7,38
76.8,28
76.9,21
77,10
77.1,7
77.2,20
77.3,6
77.4,15
77.5,14
77.6,18
77.7,22
77.8,23
77.9,13
78,20
78.1,60
78.2,47
78.3,60
78.4,26
78.5,26
78.6,14
78.7,26
78.8,31
78.9,35
79,14
79.1,20
79.2,18
79.3,36
79.4,31
79.5,38
79.6,89
79.7,46
79.8,73
79.9,44
80,55
80.1,57
80.2,66
80.3,50
80.4,85
80.5,68
80.6,116
80.7,82
80.8,82
80.9,79
81,45
81.1,47
81.2,35
81.3,24
81.4,45
81.5,41
81.6,32
81.7,44
81.8,29
81.9,54
82,27
82.1,77
82.2,41
82.3,54
82.4,33
82.5,35
82.6,23
82.7,19
82.8,27
82.9,27
83,19
83.1,29
83.2,21
83.3,21
83.4,10
83.5,9
83.6,20
83.7,18
83.8,24
83.9,14
84,14
84.1,17
84.2,14
84.3,19
84.4,12
84.5,19
84.6,37
84.7,25
84.8,34
84.9,29
85,20
85.1,26
85.2,31
85.3,20
85.4,21
85.5,20
85.6,34
85.7,20
85.8,27
85.9,44
86,39
86.1,45
86.2,42
86.3,42
86.4,10
86.5,13
86.6,20
86.7,30
86.8,27
86.9,22
87,13
87.1,34
87.2,34
87.3,29
87.4,96
87.5,43
87.6,44
87.7,66
87.8,40
87.9,32
88,40
88.1,47
88.2,47
88.3,63
88.4,42
88.5,28
88.6,23
88.7,33
88.8,19
88.9,86
89,49
89.1,79
89.2,48
89.3,33
89.4,32
89.5,37
89.6,38
89.7,35
89.8,57
89.9,57
90,31
90.1,27
90.2,30
90.3,33
90.4,132
90.5,65
90.6,128
90.7,62
90.8,47
90.9,44
91,18
91.1,33
91.2,35
91.3,34
91.4,29
91.5,30
91.6,26
91.7,28
91.8,31
91.9,41
92,61
92.1,57
92.2,39
92.3,31
92.4,63
92.5,48
92.6,42
92.7,37
92.8,40
92.9,25
93,40
93.1,29
93.2,47
93.3,24
93.4,37
93.5,21
93.6,43
93.7,29
93.8,52
93.9,56
94,51
94.1,30
94.2,51
94.3,20
94.4,28
94.5,38
94.6,27
94.7,26
94.8,33
94.9,40
95,35
95.1,71
95.2,37
95.3,51
95.4,63
95.5,59
95.6,38
95.7,24
95.8,20
95.9,32
96,35
96.1,33
96.2,35
96.3,45
96.4,47
96.5,58
96.6,59
96.7,16
96.8,34
96.9,64
97,35
97.1,40
97.2,29
97.3,27
97.4,31
97.5,61
97.6,64
97.7,70
97.8,90
97.9,65
98,50
98.1,56
98.2,44
98.3,23
98.4,34
98.5,59
98.6,55
98.7,25
98.8,31
98.9,16
99,66
99.1,42
99.2,47
99.3,71
99.4,33
99.5,16
99.6,46
99.7,26
99.8,18
99.9,7
100,22
